date,Conservatives,Labour,Lib Dem,UKIP,Green,SNP,Plaid,Reform,ChangeUK
2022-08-01,32.81,39.38,11.78,1.22,5.92,4.17,1.33,3.49,
2022-08-02,32.83,39.35,11.85,1.22,5.77,4.17,1.25,3.49,
2022-08-03,32.85,39.32,11.93,1.21,5.62,4.18,1.18,3.49,
2022-08-04,32.87,39.29,12.0,1.21,5.47,4.19,1.11,3.48,
2022-08-05,32.88,39.24,11.91,1.2,5.75,4.28,1.04,3.35,
2022-08-06,32.85,39.37,11.91,1.2,5.67,4.27,1.03,3.33,
2022-08-07,32.81,39.49,11.9,1.19,5.59,4.26,1.02,3.31,
2022-08-08,32.78,39.62,11.89,1.19,5.5,4.25,1.02,3.29,
2022-08-09,32.65,39.73,11.87,1.18,5.53,4.3,1.01,3.37,
2022-08-10,32.52,39.84,11.86,1.18,5.55,4.36,1.01,3.45,
2022-08-11,32.5,39.98,11.83,1.17,5.5,4.29,1.0,3.39,
2022-08-12,32.48,40.12,11.8,1.17,5.45,4.22,1.0,3.34,
2022-08-13,32.37,40.3,11.75,1.16,5.48,4.19,1.0,3.28,
2022-08-14,32.26,40.48,11.71,1.15,5.51,4.17,1.0,3.23,
2022-08-15,32.07,40.65,11.63,1.15,5.65,4.19,1.0,3.25,
2022-08-16,31.87,40.81,11.56,1.14,5.78,4.21,1.0,3.27,
2022-08-17,31.68,40.97,11.48,1.14,5.92,4.23,1.0,3.29,
2022-08-18,31.65,41.06,11.45,1.13,5.91,4.11,1.0,3.15,
2022-08-19,31.62,41.14,11.42,1.13,5.9,3.99,1.0,3.01,
2022-08-20,31.62,41.31,11.52,1.12,5.75,4.15,1.0,2.87,
2022-08-21,31.61,41.47,11.63,1.12,5.6,4.31,1.0,2.73,
2022-08-22,31.64,41.57,11.61,1.11,5.57,4.33,1.0,2.49,
2022-08-23,31.69,41.62,11.64,1.11,5.48,4.23,1.0,2.47,
2022-08-24,31.73,41.67,11.67,1.1,5.38,4.13,1.0,2.45,
2022-08-25,31.78,41.72,11.71,1.1,5.29,4.03,1.0,2.42,
2022-08-26,31.79,41.76,11.72,1.09,5.25,3.93,1.0,2.58,
2022-08-27,31.74,41.83,11.79,1.09,5.1,3.82,1.0,2.73,
2022-08-28,31.7,41.9,11.86,1.08,4.94,3.7,1.0,2.88,
2022-08-29,31.6,41.97,11.84,1.08,5.03,3.83,1.0,2.75,
2022-08-30,31.5,42.03,11.81,1.07,5.11,3.96,1.0,2.62,
2022-08-31,31.41,42.03,11.77,1.13,5.45,4.07,1.0,2.75,
2022-09-01,31.35,42.03,11.7,1.18,5.54,4.21,1.0,2.8,
2022-09-02,31.44,41.99,11.71,1.24,5.57,4.2,1.0,2.78,
2022-09-03,31.4,42.09,11.66,1.29,5.62,4.27,1.0,2.77,
2022-09-04,31.37,42.19,11.61,1.35,5.67,4.35,1.0,2.76,
2022-09-05,31.36,42.26,11.53,1.4,5.66,4.42,1.0,2.66,
2022-09-06,31.34,42.33,11.45,1.46,5.65,4.49,1.0,2.57,
2022-09-07,31.33,42.39,11.37,1.51,5.64,4.57,1.0,2.47,
2022-09-08,31.47,42.42,11.15,1.57,5.38,4.47,1.0,2.38,
2022-09-09,31.62,42.44,10.94,1.62,5.12,4.38,1.0,2.28,
2022-09-10,31.77,42.47,10.73,1.68,4.85,4.28,1.0,2.19,
2022-09-11,31.91,42.49,10.51,1.73,4.59,4.19,1.0,2.09,
2022-09-12,31.91,42.54,10.36,1.79,4.91,4.14,1.0,1.99,
2022-09-13,31.91,42.54,10.42,1.72,5.06,4.17,1.0,1.89,
2022-09-14,31.9,42.54,10.47,1.66,5.2,4.2,1.0,1.79,
2022-09-15,31.89,42.55,10.53,1.6,5.35,4.24,1.0,1.69,
2022-09-16,31.82,42.67,10.48,1.54,5.27,4.2,1.0,2.02,
2022-09-17,31.72,42.76,10.44,1.48,5.3,4.17,1.0,2.24,
2022-09-18,31.63,42.85,10.41,1.41,5.34,4.13,1.0,2.45,
2022-09-19,31.43,42.98,10.42,1.35,5.45,4.13,1.0,2.48,
2022-09-20,31.23,43.1,10.43,1.29,5.55,4.13,0.99,2.5,
2022-09-21,30.99,43.27,10.49,1.23,5.58,4.17,0.99,2.79,
2022-09-22,30.71,43.53,10.41,1.16,5.72,4.24,0.99,2.76,
2022-09-23,30.25,44.02,10.42,1.1,5.64,4.21,0.99,2.66,
2022-09-24,29.79,44.5,10.42,1.04,5.56,4.18,0.98,2.57,
2022-09-25,29.33,44.99,10.42,0.98,5.47,4.15,0.97,2.47,
2022-09-26,28.76,45.55,10.33,0.89,5.33,4.24,0.92,2.58,
2022-09-27,28.09,46.22,10.25,0.81,5.3,4.27,0.86,2.8,
2022-09-28,27.43,46.9,10.14,0.72,5.24,4.25,0.8,2.99,
2022-09-29,26.76,47.59,10.03,0.64,5.17,4.22,0.74,3.19,
2022-09-30,26.38,47.99,9.96,0.76,5.09,4.15,0.87,3.18,
2022-10-01,25.97,48.45,9.99,0.88,4.89,4.1,0.89,3.18,
2022-10-02,25.56,48.91,10.03,1.0,4.68,4.06,0.91,3.18,
2022-10-03,25.27,49.21,9.95,1.12,4.84,4.05,0.93,3.23,
2022-10-04,24.98,49.51,9.88,1.25,4.99,4.05,0.94,3.29,
2022-10-05,24.68,49.81,9.81,1.37,5.15,4.05,0.96,3.34,
2022-10-06,24.42,50.03,9.72,1.49,5.34,4.05,0.98,3.49,
2022-10-07,24.28,50.27,9.78,1.61,5.21,3.89,0.98,3.54,
2022-10-08,24.12,50.53,9.81,1.61,4.96,3.85,0.96,3.4,
2022-10-09,23.96,50.78,9.84,1.6,4.71,3.82,0.94,3.26,
2022-10-10,23.79,50.91,9.84,1.6,4.83,3.97,0.91,3.2,
2022-10-11,23.62,51.03,9.83,1.59,4.94,4.12,0.89,3.15,
2022-10-12,23.45,51.15,9.83,1.59,5.06,4.27,0.86,3.09,
2022-10-13,23.39,51.34,10.05,1.58,4.8,4.06,0.72,2.88,
2022-10-14,23.23,51.55,10.04,1.58,4.57,3.88,0.86,2.96,
2022-10-15,22.89,51.85,10.03,1.58,4.27,3.93,0.89,2.83,
2022-10-16,22.56,52.14,10.03,1.57,3.97,3.98,0.93,2.71,
2022-10-17,22.41,52.29,9.82,1.57,3.99,4.01,0.96,2.94,
2022-10-18,22.24,52.37,9.89,1.42,4.01,4.05,0.98,3.16,
2022-10-19,22.06,52.45,9.96,1.27,4.03,4.09,0.99,3.38,
2022-10-20,22.07,52.42,9.72,1.32,4.28,4.16,0.99,3.68,
2022-10-21,22.44,52.21,9.5,1.38,4.17,4.16,1.0,3.88,
2022-10-22,22.76,52.01,9.46,1.43,3.94,4.04,1.0,4.05,
2022-10-23,23.08,51.8,9.43,1.48,3.71,3.91,1.0,4.21,
2022-10-24,23.41,51.54,9.37,1.53,3.96,4.02,1.0,4.43,
2022-10-25,23.74,51.28,9.32,1.58,4.22,4.14,1.0,4.65,
2022-10-26,24.07,51.02,9.27,1.64,4.47,4.25,1.0,4.88,
2022-10-27,24.57,50.7,9.22,1.69,4.53,4.15,1.0,4.74,
2022-10-28,25.0,50.4,9.09,1.74,4.51,4.08,1.0,4.6,
2022-10-29,25.31,50.23,9.08,1.79,4.49,4.04,1.0,4.27,
2022-10-30,25.62,50.06,9.07,1.85,4.47,4.0,1.0,3.94,
2022-10-31,25.86,49.89,9.07,1.9,4.34,3.96,1.0,3.93,
2022-11-01,26.09,49.69,9.07,1.9,4.28,3.91,1.0,4.2,
2022-11-02,26.32,49.48,9.07,1.91,4.23,3.87,1.0,4.46,
2022-11-03,26.67,49.26,9.08,1.92,4.03,3.79,1.0,4.48,
2022-11-04,26.79,49.12,8.85,1.93,4.09,3.84,1.0,4.61,
2022-11-05,26.85,49.02,8.91,1.93,3.98,3.84,1.0,4.55,
2022-11-06,26.92,48.92,8.97,1.94,3.88,3.83,1.0,4.48,
2022-11-07,26.97,48.86,8.92,1.95,4.07,3.78,1.0,4.31,
2022-11-08,26.97,48.84,8.86,1.94,4.14,3.7,1.0,4.43,
2022-11-09,26.97,48.83,8.81,1.93,4.21,3.61,1.0,4.55,
2022-11-10,26.96,48.81,8.75,1.92,4.28,3.52,1.0,4.67,
2022-11-11,26.79,48.78,8.56,1.91,4.47,3.44,1.0,4.93,
2022-11-12,26.65,48.75,8.53,1.9,4.58,3.47,1.0,4.85,
2022-11-13,26.5,48.72,8.5,1.89,4.69,3.49,1.0,4.76,
2022-11-14,26.38,48.63,8.41,1.88,4.73,3.68,1.0,4.87,
2022-11-15,26.24,48.52,8.6,1.87,4.78,3.88,1.0,4.98,
2022-11-16,26.11,48.4,8.79,1.86,4.83,4.07,1.0,5.09,
2022-11-17,25.97,48.33,8.95,1.86,4.84,4.09,1.0,5.06,
2022-11-18,25.88,48.22,9.03,1.85,4.84,3.82,1.0,5.05,
2022-11-19,25.9,48.25,9.02,1.84,4.66,3.69,1.0,4.92,
2022-11-20,25.96,48.19,9.01,1.76,4.62,3.77,1.0,4.98,
2022-11-21,25.92,48.09,9.01,1.68,4.73,3.79,1.0,5.05,
2022-11-22,25.87,48.0,9.0,1.6,4.85,3.82,1.0,5.11,
2022-11-23,25.83,47.9,9.0,1.52,4.97,3.84,1.0,5.18,
2022-11-24,25.86,47.92,9.09,1.44,4.81,3.69,1.0,5.27,
2022-11-25,25.87,47.83,9.19,1.36,4.78,3.61,1.0,5.27,
2022-11-26,25.87,47.74,9.3,1.27,4.75,3.53,1.0,5.27,
2022-11-27,25.88,47.65,9.4,1.19,4.72,3.45,1.0,5.27,
2022-11-28,25.83,47.59,9.35,1.11,4.63,3.51,1.0,5.32,
2022-11-29,25.65,47.52,9.24,1.11,4.9,3.7,1.0,5.6,
2022-11-30,25.48,47.44,9.14,1.1,5.18,3.88,1.0,5.88,
2022-12-01,25.66,47.43,9.25,1.1,5.06,3.86,1.0,5.69,
2022-12-02,25.72,47.4,9.21,1.09,5.17,3.78,1.0,5.57,
2022-12-03,25.81,47.36,9.2,1.09,5.18,3.65,1.0,5.53,
2022-12-04,25.91,47.32,9.18,1.08,5.19,3.53,1.0,5.49,
2022-12-05,26.07,47.27,9.16,1.07,4.95,3.59,1.0,5.37,
2022-12-06,26.15,47.2,9.07,1.13,4.92,3.55,1.0,5.56,
2022-12-07,26.23,47.12,8.97,1.19,4.9,3.51,1.0,5.75,
2022-12-08,26.42,47.02,8.86,1.25,4.85,3.36,1.0,5.67,
2022-12-09,26.7,46.88,8.79,1.31,4.88,3.07,1.0,5.49,
2022-12-10,26.87,46.71,8.69,1.37,4.76,3.19,1.0,5.59,
2022-12-11,27.04,46.54,8.59,1.43,4.64,3.3,1.0,5.69,
2022-12-12,27.02,46.45,8.53,1.49,4.87,3.62,1.0,5.52,
2022-12-13,26.78,46.42,8.46,1.54,4.95,3.82,1.0,5.87,
2022-12-14,26.54,46.39,8.4,1.59,5.03,4.01,1.0,6.23,
2022-12-15,26.4,46.39,8.49,1.64,4.98,4.06,1.0,6.5,
2022-12-16,26.36,46.34,8.53,1.69,4.79,3.96,1.0,6.55,
2022-12-17,26.22,46.36,8.53,1.74,4.56,4.13,1.0,6.45,
2022-12-18,26.07,46.38,8.53,1.79,4.33,4.29,1.0,6.34,
2022-12-19,25.84,46.45,8.47,1.84,4.56,4.31,1.0,6.52,
2022-12-20,25.6,46.53,8.41,1.89,4.78,4.33,1.0,6.7,
2022-12-21,25.36,46.6,8.35,1.94,5.01,4.34,1.0,6.88,
2022-12-22,25.36,46.65,8.26,1.99,5.07,4.29,1.0,6.79,
2022-12-23,25.26,46.63,8.33,2.04,5.15,4.36,1.0,6.76,
2022-12-24,25.15,46.61,8.4,2.09,5.23,4.43,1.0,6.73,
2022-12-25,25.05,46.59,8.47,2.14,5.31,4.51,1.0,6.71,
2022-12-26,24.95,46.56,8.54,2.19,5.39,4.58,1.0,6.68,
2022-12-27,24.84,46.54,8.61,2.24,5.47,4.65,1.0,6.65,
2022-12-28,24.74,46.52,8.68,2.29,5.55,4.72,1.0,6.63,
2022-12-29,24.89,46.54,8.82,2.34,5.34,4.63,1.0,6.47,
2022-12-30,25.04,46.56,8.95,2.39,5.13,4.55,1.0,6.31,
2022-12-31,25.2,46.59,9.09,2.44,4.92,4.46,1.0,6.16,
2023-01-01,25.35,46.61,9.22,2.49,4.71,4.38,1.0,6.0,
2023-01-02,25.5,46.63,9.35,2.54,4.5,4.29,1.0,5.85,
2023-01-03,25.65,46.65,9.49,2.59,4.28,4.21,1.0,5.69,
2023-01-04,25.74,46.66,9.39,2.64,4.51,4.17,1.0,5.68,
2023-01-05,25.83,46.66,9.29,2.69,4.74,4.14,1.0,5.66,
2023-01-06,25.99,46.72,9.25,2.74,4.7,3.96,1.0,5.19,
2023-01-07,26.11,46.7,9.15,2.79,4.8,3.77,1.0,4.95,
2023-01-08,26.04,46.75,9.06,2.78,4.87,3.81,1.0,5.27,
2023-01-09,25.98,46.74,8.98,2.77,4.9,3.79,1.0,5.46,
2023-01-10,25.91,46.74,8.91,2.76,4.94,3.78,1.0,5.65,
2023-01-11,25.84,46.74,8.83,2.75,4.97,3.77,1.0,5.85,
2023-01-12,25.98,46.7,8.83,2.74,5.01,3.75,1.0,5.92,
2023-01-13,26.11,46.65,8.92,2.73,5.05,3.68,1.0,5.85,
2023-01-14,26.11,46.66,9.01,2.72,5.1,3.85,1.01,5.75,
2023-01-15,26.1,46.68,9.1,2.71,5.14,4.01,1.01,5.65,
2023-01-16,26.05,46.68,9.09,2.7,5.22,4.18,1.02,5.49,
2023-01-17,25.91,46.73,9.01,2.62,5.33,4.23,1.02,5.59,
2023-01-18,25.76,46.78,8.93,2.54,5.44,4.29,1.03,5.68,
2023-01-19,25.82,46.88,8.85,2.47,5.25,4.24,1.05,5.56,
2023-01-20,25.82,47.0,8.75,2.39,5.1,4.24,1.08,5.43,
2023-01-21,25.89,47.04,8.73,2.31,4.97,4.3,1.1,5.37,
2023-01-22,25.81,47.19,8.67,2.24,4.83,4.41,1.12,5.61,
2023-01-23,25.71,47.3,8.58,2.16,4.91,4.41,1.15,5.79,
2023-01-24,25.61,47.41,8.49,2.08,4.98,4.4,1.17,5.96,
2023-01-25,25.72,47.44,8.45,2.0,5.06,4.19,1.2,6.02,
2023-01-26,25.81,47.52,8.35,1.93,5.02,3.99,1.22,6.08,
2023-01-27,25.84,47.55,8.38,1.85,5.0,4.01,1.24,5.91,
2023-01-28,25.87,47.59,8.42,1.77,4.97,4.02,1.27,5.74,
2023-01-29,25.89,47.63,8.46,1.69,4.95,4.03,1.29,5.58,
2023-01-30,25.81,47.62,8.57,1.62,4.91,4.05,1.32,5.53,
2023-01-31,25.63,47.64,8.63,1.54,5.03,4.07,1.34,5.74,
2023-02-01,25.46,47.67,8.7,1.46,5.15,4.1,1.36,5.95,
2023-02-02,25.49,47.73,8.71,1.39,4.91,4.0,1.34,6.03,
2023-02-03,25.46,47.78,8.8,1.31,4.89,3.9,1.31,5.98,
2023-02-04,25.49,47.82,8.87,1.23,4.84,3.78,1.28,5.93,
2023-02-05,25.52,47.86,8.95,1.15,4.8,3.67,1.25,5.87,
2023-02-06,25.63,47.82,8.9,1.08,4.71,3.77,1.23,5.8,
2023-02-07,25.59,47.81,8.85,1.07,4.8,3.83,1.2,5.88,
2023-02-08,25.55,47.8,8.8,1.07,4.88,3.88,1.17,5.97,
2023-02-09,25.5,47.78,8.74,1.06,4.97,3.94,1.15,6.05,
2023-02-10,25.62,47.74,8.82,1.06,4.9,3.96,1.12,6.03,
2023-02-11,25.71,47.71,8.81,1.05,5.02,3.98,1.09,5.81,
2023-02-12,25.81,47.68,8.8,1.05,5.13,4.0,1.06,5.59,
2023-02-13,25.85,47.65,8.76,1.04,5.26,4.02,1.04,5.3,
2023-02-14,25.82,47.6,8.79,1.04,5.32,3.92,1.03,5.51,
2023-02-15,25.8,47.55,8.82,1.03,5.37,3.81,1.03,5.71,
2023-02-16,25.96,47.49,8.92,1.03,5.18,3.53,1.02,5.78,
2023-02-17,26.12,47.4,9.02,1.02,5.05,3.55,1.02,5.67,
2023-02-18,26.21,47.42,9.13,1.02,4.79,3.46,1.01,5.4,
2023-02-19,26.41,47.29,9.14,1.01,4.49,3.54,1.01,5.02,
2023-02-20,26.4,47.26,9.05,1.01,4.71,3.81,1.01,4.91,
2023-02-21,26.28,47.22,8.98,1.01,4.84,3.86,1.0,5.35,
2023-02-22,26.16,47.18,8.9,1.01,4.96,3.91,1.0,5.79,
2023-02-23,26.31,47.18,8.9,1.01,4.8,3.8,1.0,5.95,
2023-02-24,26.4,47.12,8.9,1.01,4.72,3.79,1.0,5.99,
2023-02-25,26.49,47.07,8.9,1.01,4.64,3.79,1.0,6.03,
2023-02-26,26.58,47.01,8.89,1.01,4.56,3.78,1.0,6.07,
2023-02-27,26.68,46.93,8.86,1.01,4.8,3.94,1.0,5.97,
2023-02-28,26.64,46.87,8.91,1.01,5.04,4.09,1.0,5.88,
2023-03-01,26.6,46.81,8.95,1.01,5.28,4.25,1.0,5.78,
2023-03-02,26.8,46.68,8.86,1.01,5.27,4.1,1.01,5.81,
2023-03-03,26.9,46.55,8.88,1.01,5.3,3.8,1.01,5.82,
2023-03-04,27.08,46.51,8.82,1.01,5.04,3.73,1.01,5.73,
2023-03-05,27.25,46.48,8.77,1.01,4.79,3.66,1.02,5.64,
2023-03-06,27.34,46.45,8.65,1.01,4.97,3.68,1.02,5.43,
2023-03-07,27.29,46.4,8.61,1.01,5.14,3.62,1.02,5.54,
2023-03-08,27.23,46.36,8.57,1.02,5.31,3.57,1.03,5.65,
2023-03-09,27.35,46.44,8.59,1.02,5.1,3.44,1.05,5.61,
2023-03-10,27.39,46.53,8.57,1.02,4.92,3.43,1.07,5.51,
2023-03-11,27.49,46.52,8.72,1.02,4.72,3.31,1.1,5.35,
2023-03-12,27.59,46.51,8.88,1.02,4.53,3.2,1.12,5.19,
2023-03-13,27.55,46.51,8.78,1.02,4.63,3.22,1.14,5.12,
2023-03-14,27.53,46.39,8.67,1.02,4.86,3.3,1.17,5.3,
2023-03-15,27.51,46.26,8.55,1.02,5.1,3.39,1.19,5.48,
2023-03-16,27.54,46.15,8.6,1.02,5.23,3.52,1.21,5.5,
2023-03-17,27.46,46.01,8.69,1.02,5.5,3.64,1.24,5.47,
2023-03-18,27.62,45.96,8.82,1.02,5.09,3.62,1.26,5.17,
2023-03-19,27.77,45.92,8.95,1.02,4.67,3.6,1.28,4.88,
2023-03-20,27.85,45.87,8.85,1.02,4.36,3.66,1.31,4.78,
2023-03-21,27.63,45.83,9.0,1.03,4.62,3.6,1.33,5.16,
2023-03-22,27.41,45.8,9.15,1.05,4.89,3.55,1.35,5.54,
2023-03-23,27.66,45.72,9.14,1.06,4.64,3.56,1.31,5.5,
2023-03-24,27.77,45.63,9.26,1.07,4.54,3.47,1.26,5.55,
2023-03-25,27.83,45.59,9.32,1.09,4.36,3.51,1.22,5.54,
2023-03-26,27.9,45.55,9.38,1.1,4.19,3.55,1.17,5.52,
2023-03-27,27.95,45.52,9.42,1.12,4.42,3.62,1.13,5.35,
2023-03-28,27.92,45.5,9.4,1.13,4.75,3.6,1.08,5.47,
2023-03-29,27.89,45.48,9.38,1.14,5.08,3.58,1.04,5.59,
2023-03-30,28.0,45.41,9.38,1.25,5.09,3.35,1.02,5.76,
2023-03-31,28.12,45.3,9.47,1.35,4.93,3.33,1.01,5.83,
2023-04-01,28.2,45.24,9.61,1.45,4.76,3.43,1.02,5.72,
2023-04-02,28.29,45.18,9.76,1.56,4.58,3.53,1.03,5.61,
2023-04-03,28.33,45.12,9.7,1.66,4.55,3.51,1.04,5.63,
2023-04-04,28.43,44.97,9.7,1.62,4.65,3.39,1.09,5.76,
2023-04-05,28.54,44.82,9.71,1.57,4.74,3.26,1.14,5.89,
2023-04-06,28.64,44.67,9.72,1.53,4.83,3.14,1.19,6.01,
2023-04-07,28.72,44.62,9.74,1.49,4.84,3.13,1.24,6.0,
2023-04-08,28.79,44.56,9.76,1.44,4.84,3.13,1.29,5.98,
2023-04-09,28.87,44.51,9.78,1.4,4.84,3.13,1.34,5.96,
2023-04-10,28.89,44.48,9.78,1.36,4.81,3.17,1.39,5.94,
2023-04-11,28.92,44.45,9.78,1.31,4.79,3.21,1.44,5.92,
2023-04-12,28.94,44.42,9.77,1.27,4.76,3.25,1.49,5.89,
2023-04-13,28.96,44.38,9.77,1.22,4.73,3.29,1.53,5.87,
2023-04-14,29.01,44.28,9.78,1.18,4.83,3.33,1.58,5.76,
2023-04-15,29.1,44.24,9.76,1.14,4.76,3.46,1.63,5.41,
2023-04-16,29.19,44.21,9.75,1.09,4.7,3.58,1.68,5.06,
2023-04-17,29.15,44.19,9.71,1.05,4.82,3.6,1.73,4.99,
2023-04-18,29.11,44.2,9.65,1.05,4.91,3.54,1.66,5.13,
2023-04-19,29.08,44.22,9.58,1.05,5.0,3.47,1.6,5.28,
2023-04-20,29.04,44.23,9.51,1.05,5.09,3.4,1.53,5.42,
2023-04-21,28.93,44.25,9.4,1.05,5.19,3.45,1.46,5.64,
2023-04-22,28.89,44.19,9.56,1.05,5.19,3.4,1.4,5.7,
2023-04-23,28.85,44.13,9.72,1.05,5.19,3.35,1.33,5.77,
2023-04-24,28.8,44.08,9.76,1.05,5.23,3.41,1.26,5.79,
2023-04-25,28.76,44.03,9.79,1.05,5.26,3.47,1.2,5.81,
2023-04-26,28.71,43.97,9.82,1.05,5.3,3.54,1.13,5.83,
2023-04-27,28.61,43.95,9.94,1.05,5.39,3.5,1.06,6.0,
2023-04-28,28.54,44.05,10.03,1.05,5.25,3.44,1.06,6.01,
2023-04-29,28.58,44.13,10.13,1.05,4.79,3.35,1.06,5.88,
2023-04-30,28.63,44.2,10.22,1.05,4.33,3.26,1.05,5.76,
2023-05-01,28.58,44.25,10.26,1.05,4.39,3.32,1.05,5.56,
2023-05-02,28.54,44.3,10.31,1.05,4.44,3.39,1.05,5.36,
2023-05-03,28.47,44.36,10.29,1.04,4.6,3.32,1.04,5.45,
2023-05-04,28.39,44.44,10.22,1.04,4.68,3.35,1.04,5.46,
2023-05-05,28.3,44.51,10.14,1.04,4.76,3.37,1.04,5.48,
2023-05-06,28.26,44.48,10.43,1.04,4.67,3.28,1.04,5.42,
2023-05-07,28.23,44.44,10.72,1.04,4.58,3.18,1.03,5.36,
2023-05-08,28.15,44.55,10.63,1.04,4.65,3.14,1.03,5.38,
2023-05-09,28.08,44.66,10.53,1.04,4.71,3.11,1.03,5.39,
2023-05-10,28.01,44.69,10.59,1.04,4.72,3.1,1.03,5.48,
2023-05-11,27.94,44.72,10.65,1.04,4.74,3.09,1.02,5.56,
2023-05-12,27.87,44.74,10.67,1.04,4.7,3.12,1.02,5.75,
2023-05-13,27.89,44.64,10.72,1.04,4.72,3.21,1.02,5.85,
2023-05-14,27.91,44.53,10.77,1.04,4.74,3.3,1.01,5.96,
2023-05-15,27.92,44.53,10.79,1.04,4.7,3.22,1.01,5.79,
2023-05-16,27.89,44.52,10.72,1.04,4.82,3.19,1.01,5.76,
2023-05-17,27.86,44.5,10.65,1.04,4.93,3.17,1.01,5.73,
2023-05-18,27.84,44.49,10.58,1.04,5.05,3.15,1.0,5.7,
2023-05-19,28.01,44.44,10.57,1.04,4.8,3.25,1.0,5.51,
2023-05-20,28.19,44.39,10.56,1.04,4.55,3.36,1.0,5.31,
2023-05-21,28.37,44.33,10.55,1.04,4.3,3.47,1.0,5.12,
2023-05-22,28.39,44.31,10.45,1.04,4.53,3.55,1.0,4.98,
2023-05-23,28.33,44.25,10.45,1.09,4.78,3.47,1.0,5.03,
2023-05-24,28.27,44.2,10.45,1.15,5.03,3.38,1.0,5.07,
2023-05-25,28.21,44.15,10.44,1.21,5.29,3.29,1.0,5.12,
2023-05-26,28.08,44.1,10.39,1.27,5.59,3.29,1.0,5.42,
2023-05-27,28.11,44.05,10.46,1.32,5.5,3.21,1.0,5.4,
2023-05-28,28.14,44.0,10.53,1.38,5.41,3.14,1.0,5.37,
2023-05-29,28.03,43.99,10.62,1.44,5.53,3.18,1.0,5.51,
2023-05-30,27.92,43.98,10.7,1.49,5.65,3.21,1.0,5.64,
2023-05-31,27.81,43.97,10.79,1.55,5.77,3.24,1.0,5.78,
2023-06-01,27.89,43.96,10.92,1.61,5.69,3.15,1.0,5.46,
2023-06-02,27.91,43.98,10.97,1.67,5.55,3.11,1.0,5.46,
2023-06-03,28.05,43.94,11.1,1.72,5.25,3.1,1.0,5.39,
2023-06-04,28.2,43.91,11.22,1.78,4.95,3.09,1.0,5.32,
2023-06-05,28.17,43.86,11.3,1.84,5.16,3.14,1.0,5.39,
2023-06-06,28.1,43.84,11.25,1.82,5.39,3.23,1.0,5.53,
2023-06-07,28.04,43.82,11.2,1.81,5.63,3.32,1.0,5.67,
2023-06-08,28.09,43.88,11.17,1.8,5.53,3.23,1.0,5.6,
2023-06-09,28.09,44.0,11.07,1.79,5.37,3.21,1.0,5.64,
2023-06-10,28.1,44.14,11.07,1.78,5.02,3.3,1.0,5.58,
2023-06-11,28.11,44.28,11.06,1.77,4.66,3.39,1.0,5.52,
2023-06-12,28.03,44.4,11.07,1.75,4.65,3.41,1.0,5.29,
2023-06-13,27.87,44.58,11.02,1.66,4.75,3.33,1.0,5.28,
2023-06-14,27.7,44.76,10.97,1.57,4.85,3.25,1.0,5.27,
2023-06-15,27.53,44.95,10.92,1.47,4.95,3.17,1.0,5.25,
2023-06-16,27.34,45.16,10.86,1.38,5.04,3.14,1.0,5.13,
2023-06-17,27.21,45.29,10.88,1.28,5.0,3.14,1.0,5.03,
2023-06-18,27.07,45.42,10.89,1.19,4.97,3.15,1.0,4.92,
2023-06-19,26.94,45.51,10.79,1.1,5.18,3.26,1.0,4.61,
2023-06-20,26.74,45.54,10.74,1.08,5.53,3.24,1.0,4.47,
2023-06-21,26.6,45.53,10.57,1.07,5.68,3.09,1.0,5.13,
2023-06-22,26.75,45.46,10.35,1.06,5.48,2.98,1.0,5.47,
2023-06-23,26.81,45.41,10.16,1.05,5.38,2.85,1.0,5.9,
2023-06-24,26.9,45.36,10.37,1.04,4.92,3.05,1.0,5.78,
2023-06-25,26.99,45.31,10.58,1.02,4.47,3.24,1.0,5.66,
2023-06-26,26.91,45.42,10.62,1.01,4.31,3.27,1.0,5.62,
2023-06-27,26.87,45.51,10.52,1.01,4.6,3.23,1.0,5.72,
2023-06-28,26.84,45.59,10.43,1.01,4.9,3.18,1.0,5.82,
2023-06-29,26.86,45.67,10.35,1.01,5.08,3.17,1.0,5.82,
2023-06-30,26.79,45.83,10.17,1.01,5.0,3.24,1.0,5.76,
2023-07-01,26.75,45.92,10.21,1.01,4.91,3.17,1.0,5.56,
2023-07-02,26.71,46.01,10.24,1.01,4.83,3.1,1.0,5.36,
2023-07-03,26.54,46.1,10.12,1.01,4.91,3.09,1.0,5.57,
2023-07-04,26.44,46.12,10.01,1.01,4.99,3.08,1.0,5.78,
2023-07-05,26.34,46.15,9.9,1.01,5.07,3.08,1.0,6.0,
2023-07-06,26.24,46.18,9.79,1.01,5.15,3.07,1.0,6.21,
2023-07-07,26.38,46.14,9.76,1.01,4.92,3.11,1.0,6.05,
2023-07-08,26.51,46.07,9.97,1.01,4.52,3.2,1.0,5.77,
2023-07-09,26.64,45.99,10.18,1.0,4.11,3.3,1.0,5.48,
2023-07-10,26.55,45.87,10.22,1.0,4.7,3.32,1.0,5.58,
2023-07-11,26.39,45.75,10.39,1.0,4.98,3.2,1.0,6.03,
2023-07-12,26.3,45.75,10.5,1.0,4.95,3.14,1.0,6.12,
2023-07-13,26.22,45.74,10.62,1.0,4.92,3.08,1.0,6.21,
2023-07-14,26.14,45.72,10.69,1.0,4.87,3.05,1.0,6.34,
